name,from_team,team,player_id,note
Shane Victorino,Boston Red Sox,Los Angeles Angels,425664,Boston Red Sox traded LF Shane Victorino and cash to Los Angeles Angels for 2B Josh Rutledge.
Tyler Clippard,Oakland Athletics,New York Mets,461325,Oakland Athletics traded RHP Tyler Clippard and cash to New York Mets for RHP Casey Meisner.
Eric Stamets,Los Angeles Angels,Cleveland Indians,608715,Cleveland Indians traded LF David Murphy to Los Angeles Angels for SS Eric Stamets.
Ben Zobrist,Oakland Athletics,Kansas City Royals,450314,Oakland Athletics traded Ben Zobrist and cash to Kansas City Royals for RHP Aaron Brooks and LHP Sean Manaea.
Miguel Castro,Toronto Blue Jays,Colorado Rockies,612434,"Colorado Rockies traded SS Troy Tulowitzki and LaTroy Hawkins to Toronto Blue Jays for Jose Reyes, RHP Miguel Castro, RHP Jeff Hoffman and RHP Jesus Tinoco."
Aaron Brooks,Kansas City Royals,Oakland Athletics,605156,Oakland Athletics traded Ben Zobrist and cash to Kansas City Royals for RHP Aaron Brooks and LHP Sean Manaea.
Nick Pivetta,Washington Nationals,Philadelphia Phillies,601713,Philadelphia Phillies traded RHP Jonathan Papelbon and cash to Washington Nationals for RHP Nick Pivetta.
Jonathan Papelbon,Philadelphia Phillies,Washington Nationals,449097,Philadelphia Phillies traded RHP Jonathan Papelbon and cash to Washington Nationals for RHP Nick Pivetta.
David Murphy,Cleveland Indians,Los Angeles Angels,461815,Cleveland Indians traded LF David Murphy to Los Angeles Angels for SS Eric Stamets.
Sean Manaea,Kansas City Royals,Oakland Athletics,640455,Oakland Athletics traded Ben Zobrist and cash to Kansas City Royals for RHP Aaron Brooks and LHP Sean Manaea.
Eduar Lopez,Los Angeles Angels,Tampa Bay Rays,622333,Tampa Bay Rays traded LF David DeJesus to Los Angeles Angels for RHP Eduar Lopez.
David DeJesus,Tampa Bay Rays,Los Angeles Angels,430203,Tampa Bay Rays traded LF David DeJesus to Los Angeles Angels for RHP Eduar Lopez.
LaTroy Hawkins,Colorado Rockies,Toronto Blue Jays,115629,"Colorado Rockies traded SS Troy Tulowitzki and LaTroy Hawkins to Toronto Blue Jays for Jose Reyes, RHP Miguel Castro, RHP Jeff Hoffman and RHP Jesus Tinoco."
Jesus Tinoco,Toronto Blue Jays,Colorado Rockies,622786,"Colorado Rockies traded SS Troy Tulowitzki and LaTroy Hawkins to Toronto Blue Jays for Jose Reyes, RHP Miguel Castro, RHP Jeff Hoffman and RHP Jesus Tinoco."
Jeff Hoffman,Toronto Blue Jays,Colorado Rockies,656546,"Colorado Rockies traded SS Troy Tulowitzki and LaTroy Hawkins to Toronto Blue Jays for Jose Reyes, RHP Miguel Castro, RHP Jeff Hoffman and RHP Jesus Tinoco."
Jose Reyes,Toronto Blue Jays,Colorado Rockies,408314,"Colorado Rockies traded SS Troy Tulowitzki and LaTroy Hawkins to Toronto Blue Jays for Jose Reyes, RHP Miguel Castro, RHP Jeff Hoffman and RHP Jesus Tinoco."
Troy Tulowitzki,Colorado Rockies,Toronto Blue Jays,453064,"Colorado Rockies traded SS Troy Tulowitzki and LaTroy Hawkins to Toronto Blue Jays for Jose Reyes, RHP Miguel Castro, RHP Jeff Hoffman and RHP Jesus Tinoco."
Joe Blanton,Kansas City Royals,Pittsburgh Pirates,430599,Kansas City Royals traded RHP Joe Blanton to Pittsburgh Pirates for cash.
Jayson Aquino,Pittsburgh Pirates,Cleveland Indians,593969,Pittsburgh Pirates traded LHP Jayson Aquino to Cleveland Indians for cash.
Kevin Guzman,Los Angeles Dodgers,Miami Marlins,644177,"Miami Marlins traded RHP Mat Latos, Michael Morse and cash to Los Angeles Dodgers for RHP Victor Araujo, RHP Jeff Brigham and RHP Kevin Guzman."
Mat Latos,Miami Marlins,Los Angeles Dodgers,502009,"Miami Marlins traded RHP Mat Latos, Michael Morse and cash to Los Angeles Dodgers for RHP Victor Araujo, RHP Jeff Brigham and RHP Kevin Guzman."
Michael Morse,Miami Marlins,Los Angeles Dodgers,434604,"Miami Marlins traded RHP Mat Latos, Michael Morse and cash to Los Angeles Dodgers for RHP Victor Araujo, RHP Jeff Brigham and RHP Kevin Guzman."
Victor Araujo,Los Angeles Dodgers,Miami Marlins,593624,"Miami Marlins traded RHP Mat Latos, Michael Morse and cash to Los Angeles Dodgers for RHP Victor Araujo, RHP Jeff Brigham and RHP Kevin Guzman."
Jeff Brigham,Los Angeles Dodgers,Miami Marlins,656257,"Miami Marlins traded RHP Mat Latos, Michael Morse and cash to Los Angeles Dodgers for RHP Victor Araujo, RHP Jeff Brigham and RHP Kevin Guzman."
David Price,Detroit Tigers,Toronto Blue Jays,456034,"Detroit Tigers traded LHP David Price to Toronto Blue Jays for LHP Matt Boyd, LHP Daniel Norris and LHP Jairo Labourt."
Matt Boyd,Toronto Blue Jays,Detroit Tigers,571510,"Detroit Tigers traded LHP David Price to Toronto Blue Jays for LHP Matt Boyd, LHP Daniel Norris and LHP Jairo Labourt."
Daniel Norris,Toronto Blue Jays,Detroit Tigers,596057,"Detroit Tigers traded LHP David Price to Toronto Blue Jays for LHP Matt Boyd, LHP Daniel Norris and LHP Jairo Labourt."
Jairo Labourt,Toronto Blue Jays,Detroit Tigers,607951,"Detroit Tigers traded LHP David Price to Toronto Blue Jays for LHP Matt Boyd, LHP Daniel Norris and LHP Jairo Labourt."
Brandon Moss,Cleveland Indians,St. Louis Cardinals,461235,Cleveland Indians traded 1B Brandon Moss to St. Louis Cardinals for LHP Rob Kaminsky.
Rob Kaminsky,St. Louis Cardinals,Cleveland Indians,641739,Cleveland Indians traded 1B Brandon Moss to St. Louis Cardinals for LHP Rob Kaminsky.
JaCoby Jones,Pittsburgh Pirates,Detroit Tigers,592444,Detroit Tigers traded RHP Joakim Soria to Pittsburgh Pirates for SS JaCoby Jones.
Joakim Soria,Detroit Tigers,Pittsburgh Pirates,465657,Detroit Tigers traded RHP Joakim Soria to Pittsburgh Pirates for SS JaCoby Jones.
Domingo Santana,Houston Astros,Milwaukee Brewers,570267,"Milwaukee Brewers traded CF Carlos Gomez, RHP Mike Fiers and Other Considerations to Houston Astros for RHP Adrian Houser, OF Brett Phillips, RF Domingo Santana and LHP Josh Hader."
Brett Phillips,Houston Astros,Milwaukee Brewers,621433,"Milwaukee Brewers traded CF Carlos Gomez, RHP Mike Fiers and Other Considerations to Houston Astros for RHP Adrian Houser, OF Brett Phillips, RF Domingo Santana and LHP Josh Hader."
Josh Hader,Houston Astros,Milwaukee Brewers,623352,"Milwaukee Brewers traded CF Carlos Gomez, RHP Mike Fiers and Other Considerations to Houston Astros for RHP Adrian Houser, OF Brett Phillips, RF Domingo Santana and LHP Josh Hader."
Adrian Houser,Houston Astros,Milwaukee Brewers,605288,"Milwaukee Brewers traded CF Carlos Gomez, RHP Mike Fiers and Other Considerations to Houston Astros for RHP Adrian Houser, OF Brett Phillips, RF Domingo Santana and LHP Josh Hader."
Mike Fiers,Milwaukee Brewers,Houston Astros,571666,"Milwaukee Brewers traded CF Carlos Gomez, RHP Mike Fiers and Other Considerations to Houston Astros for RHP Adrian Houser, OF Brett Phillips, RF Domingo Santana and LHP Josh Hader."
Carlos Gomez,Milwaukee Brewers,Houston Astros,460576,"Milwaukee Brewers traded CF Carlos Gomez, RHP Mike Fiers and Other Considerations to Houston Astros for RHP Adrian Houser, OF Brett Phillips, RF Domingo Santana and LHP Josh Hader."
Jim Johnson,Atlanta Braves,Los Angeles Dodgers,462382,"Atlanta Braves traded LHP Alex Wood, RHP Jim Johnson, LHP Luis Avilan, 2B Jose Peraza, RHP Bronson Arroyo and cash to Los Angeles Dodgers for 2B Hector Olivera, LHP Paco Rodriguez and RHP Zack Bird."
Alex Wood,Atlanta Braves,Los Angeles Dodgers,622072,"Atlanta Braves traded LHP Alex Wood, RHP Jim Johnson, LHP Luis Avilan, 2B Jose Peraza, RHP Bronson Arroyo and cash to Los Angeles Dodgers for 2B Hector Olivera, LHP Paco Rodriguez and RHP Zack Bird."
Bronson Arroyo,Atlanta Braves,Los Angeles Dodgers,276520,"Atlanta Braves traded LHP Alex Wood, RHP Jim Johnson, LHP Luis Avilan, 2B Jose Peraza, RHP Bronson Arroyo and cash to Los Angeles Dodgers for 2B Hector Olivera, LHP Paco Rodriguez and RHP Zack Bird."
Jose Peraza,Atlanta Braves,Los Angeles Dodgers,606299,"Atlanta Braves traded LHP Alex Wood, RHP Jim Johnson, LHP Luis Avilan, 2B Jose Peraza, RHP Bronson Arroyo and cash to Los Angeles Dodgers for 2B Hector Olivera, LHP Paco Rodriguez and RHP Zack Bird."
Zack Bird,Los Angeles Dodgers,Atlanta Braves,621064,"Atlanta Braves traded LHP Alex Wood, RHP Jim Johnson, LHP Luis Avilan, 2B Jose Peraza, RHP Bronson Arroyo and cash to Los Angeles Dodgers for 2B Hector Olivera, LHP Paco Rodriguez and RHP Zack Bird."
Hector Olivera,Los Angeles Dodgers,Atlanta Braves,493343,"Atlanta Braves traded LHP Alex Wood, RHP Jim Johnson, LHP Luis Avilan, 2B Jose Peraza, RHP Bronson Arroyo and cash to Los Angeles Dodgers for 2B Hector Olivera, LHP Paco Rodriguez and RHP Zack Bird."
Paco Rodriguez,Los Angeles Dodgers,Atlanta Braves,572089,"Atlanta Braves traded LHP Alex Wood, RHP Jim Johnson, LHP Luis Avilan, 2B Jose Peraza, RHP Bronson Arroyo and cash to Los Angeles Dodgers for 2B Hector Olivera, LHP Paco Rodriguez and RHP Zack Bird."
Luis Avilan,Atlanta Braves,Los Angeles Dodgers,501593,"Atlanta Braves traded LHP Alex Wood, RHP Jim Johnson, LHP Luis Avilan, 2B Jose Peraza, RHP Bronson Arroyo and cash to Los Angeles Dodgers for 2B Hector Olivera, LHP Paco Rodriguez and RHP Zack Bird."
Ramon Flores,New York Yankees,Seattle Mariners,570717,Seattle Mariners traded LF Dustin Ackley to New York Yankees for RHP Jose Ramirez and LF Ramon Flores.
Dustin Ackley,Seattle Mariners,New York Yankees,554429,Seattle Mariners traded LF Dustin Ackley to New York Yankees for RHP Jose Ramirez and LF Ramon Flores.
Jose Ramirez,New York Yankees,Seattle Mariners,542432,Seattle Mariners traded LF Dustin Ackley to New York Yankees for RHP Jose Ramirez and LF Ramon Flores.
Mike Leake,Cincinnati Reds,San Francisco Giants,502190,Cincinnati Reds traded RHP Mike Leake to San Francisco Giants for 1B Adam Duvall and RHP Keury Mella.
Adam Duvall,San Francisco Giants,Cincinnati Reds,594807,Cincinnati Reds traded RHP Mike Leake to San Francisco Giants for 1B Adam Duvall and RHP Keury Mella.
Keury Mella,San Francisco Giants,Cincinnati Reds,622492,Cincinnati Reds traded RHP Mike Leake to San Francisco Giants for 1B Adam Duvall and RHP Keury Mella.
Justin Sellers,Pittsburgh Pirates,Chicago White Sox,451088,Pittsburgh Pirates traded SS Justin Sellers to Chicago White Sox.
Jimmy Cordero,Toronto Blue Jays,Philadelphia Phillies,622772,Philadelphia Phillies traded LF Ben Revere and cash to Toronto Blue Jays for RHP Jimmy Cordero and RHP Alberto Tirado.
Alberto Tirado,Toronto Blue Jays,Philadelphia Phillies,610143,Philadelphia Phillies traded LF Ben Revere and cash to Toronto Blue Jays for RHP Jimmy Cordero and RHP Alberto Tirado.
Ben Revere,Philadelphia Phillies,Toronto Blue Jays,519184,Philadelphia Phillies traded LF Ben Revere and cash to Toronto Blue Jays for RHP Jimmy Cordero and RHP Alberto Tirado.
Ryan Cook,Oakland Athletics,Boston Red Sox,475857,Oakland Athletics traded RHP Ryan Cook to Boston Red Sox for Player To Be Named Later.
Junior Lake,Chicago Cubs,Baltimore Orioles,516809,Baltimore Orioles traded RHP Tommy Hunter to Chicago Cubs for RF Junior Lake.
Tommy Hunter,Baltimore Orioles,Chicago Cubs,488984,Baltimore Orioles traded RHP Tommy Hunter to Chicago Cubs for RF Junior Lake.
Abraham Almonte,San Diego Padres,Cleveland Indians,501659,San Diego Padres traded CF Abraham Almonte to Cleveland Indians for LHP Marc Rzepczynski.
Marc Rzepczynski,Cleveland Indians,San Diego Padres,519240,San Diego Padres traded CF Abraham Almonte to Cleveland Indians for LHP Marc Rzepczynski.
Yoenis Cespedes,Detroit Tigers,New York Mets,493316,Detroit Tigers traded LF Yoenis Cespedes to New York Mets for RHP Luis Cessa and RHP Michael Fulmer.
Luis Cessa,New York Mets,Detroit Tigers,570666,Detroit Tigers traded LF Yoenis Cespedes to New York Mets for RHP Luis Cessa and RHP Michael Fulmer.
Michael Fulmer,New York Mets,Detroit Tigers,605242,Detroit Tigers traded LF Yoenis Cespedes to New York Mets for RHP Luis Cessa and RHP Michael Fulmer.
Mark Lowe,Seattle Mariners,Toronto Blue Jays,450275,"Seattle Mariners traded RHP Mark Lowe to Toronto Blue Jays for LHP Rob Rasmussen, LHP Jacob Brentz and LHP Nick Wells."
Jake Brentz,Toronto Blue Jays,Seattle Mariners,641394,"Seattle Mariners traded RHP Mark Lowe to Toronto Blue Jays for LHP Rob Rasmussen, LHP Jacob Brentz and LHP Nick Wells."
Rob Rasmussen,Toronto Blue Jays,Seattle Mariners,519169,"Seattle Mariners traded RHP Mark Lowe to Toronto Blue Jays for LHP Rob Rasmussen, LHP Jacob Brentz and LHP Nick Wells."
Nick Wells,Toronto Blue Jays,Seattle Mariners,657101,"Seattle Mariners traded RHP Mark Lowe to Toronto Blue Jays for LHP Rob Rasmussen, LHP Jacob Brentz and LHP Nick Wells."
Chih-Wei Hu,Minnesota Twins,Tampa Bay Rays,629496,Tampa Bay Rays traded RHP Kevin Jepsen to Minnesota Twins for RHP Chih-Wei Hu and RHP Alexis Tapia.
Alexis Tapia,Minnesota Twins,Tampa Bay Rays,629503,Tampa Bay Rays traded RHP Kevin Jepsen to Minnesota Twins for RHP Chih-Wei Hu and RHP Alexis Tapia.
Kevin Jepsen,Tampa Bay Rays,Minnesota Twins,448178,Tampa Bay Rays traded RHP Kevin Jepsen to Minnesota Twins for RHP Chih-Wei Hu and RHP Alexis Tapia.
Adrian Sampson,Pittsburgh Pirates,Seattle Mariners,592716,Seattle Mariners traded LHP J.A. Happ to Pittsburgh Pirates for RHP Adrian Sampson.
J.A. Happ,Seattle Mariners,Pittsburgh Pirates,457918,Seattle Mariners traded LHP J.A. Happ to Pittsburgh Pirates for RHP Adrian Sampson.
Cole Hamels,Philadelphia Phillies,Texas Rangers,430935,"Philadelphia Phillies traded LHP Cole Hamels, LHP Jake Diekman and cash to Texas Rangers for Matt Harrison, C Jorge Alfaro, RHP Jerad Eickhoff, OF Nick Williams, RHP Alec Asher and RHP Jake Thompson."
Jake Thompson,Texas Rangers,Philadelphia Phillies,622097,"Philadelphia Phillies traded LHP Cole Hamels, LHP Jake Diekman and cash to Texas Rangers for Matt Harrison, C Jorge Alfaro, RHP Jerad Eickhoff, OF Nick Williams, RHP Alec Asher and RHP Jake Thompson."
Jake Diekman,Philadelphia Phillies,Texas Rangers,518617,"Philadelphia Phillies traded LHP Cole Hamels, LHP Jake Diekman and cash to Texas Rangers for Matt Harrison, C Jorge Alfaro, RHP Jerad Eickhoff, OF Nick Williams, RHP Alec Asher and RHP Jake Thompson."
Alec Asher,Texas Rangers,Philadelphia Phillies,594742,"Philadelphia Phillies traded LHP Cole Hamels, LHP Jake Diekman and cash to Texas Rangers for Matt Harrison, C Jorge Alfaro, RHP Jerad Eickhoff, OF Nick Williams, RHP Alec Asher and RHP Jake Thompson."
Jorge Alfaro,Texas Rangers,Philadelphia Phillies,595751,"Philadelphia Phillies traded LHP Cole Hamels, LHP Jake Diekman and cash to Texas Rangers for Matt Harrison, C Jorge Alfaro, RHP Jerad Eickhoff, OF Nick Williams, RHP Alec Asher and RHP Jake Thompson."
Jerad Eickhoff,Texas Rangers,Philadelphia Phillies,595191,"Philadelphia Phillies traded LHP Cole Hamels, LHP Jake Diekman and cash to Texas Rangers for Matt Harrison, C Jorge Alfaro, RHP Jerad Eickhoff, OF Nick Williams, RHP Alec Asher and RHP Jake Thompson."
Matt Harrison,Texas Rangers,Philadelphia Phillies,457448,"Philadelphia Phillies traded LHP Cole Hamels, LHP Jake Diekman and cash to Texas Rangers for Matt Harrison, C Jorge Alfaro, RHP Jerad Eickhoff, OF Nick Williams, RHP Alec Asher and RHP Jake Thompson."
Nick Williams,Texas Rangers,Philadelphia Phillies,608384,"Philadelphia Phillies traded LHP Cole Hamels, LHP Jake Diekman and cash to Texas Rangers for Matt Harrison, C Jorge Alfaro, RHP Jerad Eickhoff, OF Nick Williams, RHP Alec Asher and RHP Jake Thompson."
Elliot Soto,Chicago Cubs,Miami Marlins,519303,Miami Marlins traded RHP Dan Haren and cash to Chicago Cubs for RHP Ivan Pineyro and SS Elliot Soto.
Dan Haren,Miami Marlins,Chicago Cubs,429717,Miami Marlins traded RHP Dan Haren and cash to Chicago Cubs for RHP Ivan Pineyro and SS Elliot Soto.
Ivan Pineyro,Chicago Cubs,Miami Marlins,606335,Miami Marlins traded RHP Dan Haren and cash to Chicago Cubs for RHP Ivan Pineyro and SS Elliot Soto.
Zach Davies,Baltimore Orioles,Milwaukee Brewers,605200,Milwaukee Brewers traded LF Gerardo Parra to Baltimore Orioles for RHP Zach Davies.
Gerardo Parra,Milwaukee Brewers,Baltimore Orioles,467827,Milwaukee Brewers traded LF Gerardo Parra to Baltimore Orioles for RHP Zach Davies.
Jose Tabata,Pittsburgh Pirates,Los Angeles Dodgers,467798,Los Angeles Dodgers traded 1B Michael Morse and cash to Pittsburgh Pirates for RF Jose Tabata.
Michael Morse,Los Angeles Dodgers,Pittsburgh Pirates,434604,Los Angeles Dodgers traded 1B Michael Morse and cash to Pittsburgh Pirates for RF Jose Tabata.
Felix Doubront,Toronto Blue Jays,Oakland Athletics,467094,Toronto Blue Jays traded LHP Felix Doubront to Oakland Athletics for cash.
Sam Dyson,Miami Marlins,Texas Rangers,473879,Miami Marlins traded RHP Sam Dyson to Texas Rangers for C Tomas Telis and LHP Cody Ege.
Cody Ege,Texas Rangers,Miami Marlins,643297,Miami Marlins traded RHP Sam Dyson to Texas Rangers for C Tomas Telis and LHP Cody Ege.
Tomas Telis,Texas Rangers,Miami Marlins,542513,Miami Marlins traded RHP Sam Dyson to Texas Rangers for C Tomas Telis and LHP Cody Ege.
Malik Collymore,St. Louis Cardinals,Milwaukee Brewers,641471,Milwaukee Brewers traded RHP Jonathan Broxton and cash to St. Louis Cardinals for LF Malik Collymore.
Jonathan Broxton,Milwaukee Brewers,St. Louis Cardinals,455009,Milwaukee Brewers traded RHP Jonathan Broxton and cash to St. Louis Cardinals for LF Malik Collymore.
Eric O'Flaherty,Oakland Athletics,New York Mets,447714,Oakland Athletics traded Eric O'Flaherty and cash to New York Mets for Player To Be Named Later.
Gustavo Pierre,Philadelphia Phillies,Toronto Blue Jays,550012,Philadelphia Phillies traded 3B Gustavo Pierre to Toronto Blue Jays.
Nick Swisher,Cleveland Indians,Atlanta Braves,430897,"Atlanta Braves traded 3B Chris Johnson to Cleveland Indians for CF Michael Bourn, LF Nick Swisher and cash."
Mike Napoli,Boston Red Sox,Texas Rangers,435063,Boston Red Sox traded 1B Mike Napoli and cash to Texas Rangers for Player To Be Named Later.
Michael Bourn,Cleveland Indians,Atlanta Braves,456422,"Atlanta Braves traded 3B Chris Johnson to Cleveland Indians for CF Michael Bourn, LF Nick Swisher and cash."
Chris Johnson,Atlanta Braves,Cleveland Indians,453400,"Atlanta Braves traded 3B Chris Johnson to Cleveland Indians for CF Michael Bourn, LF Nick Swisher and cash."
Dawrin Frias,New York Mets,Oakland Athletics,570660,New York Mets traded RHP Dawrin Frias to Oakland Athletics.
Dawel Lugo,Toronto Blue Jays,Arizona Diamondbacks,608475,Arizona Diamondbacks traded SS Cliff Pennington and cash to Toronto Blue Jays for SS Dawel Lugo.
Cliff Pennington,Arizona Diamondbacks,Toronto Blue Jays,460060,Arizona Diamondbacks traded SS Cliff Pennington and cash to Toronto Blue Jays for SS Dawel Lugo.
Oliver Perez,Arizona Diamondbacks,Houston Astros,424144,Arizona Diamondbacks traded LHP Oliver Perez to Houston Astros for LHP Junior Garcia.
Junior Garcia,Houston Astros,Arizona Diamondbacks,642371,Arizona Diamondbacks traded LHP Oliver Perez to Houston Astros for LHP Junior Garcia.
Tyler Pastornicky,Texas Rangers,Philadelphia Phillies,543629,Texas Rangers traded 2B Tyler Pastornicky to Philadelphia Phillies for cash.
Matt Buschmann,Cincinnati Reds,Baltimore Orioles,501936,Cincinnati Reds traded RHP Matt Buschmann to Baltimore Orioles for cash.
Will Venable,San Diego Padres,Texas Rangers,461416,San Diego Padres traded CF Will Venable to Texas Rangers for C Marcus Greene Jr. and Player To Be Named Later.
Marcus Greene Jr.,Texas Rangers,San Diego Padres,621522,San Diego Padres traded CF Will Venable to Texas Rangers for C Marcus Greene Jr. and Player To Be Named Later.
Chase Utley,Philadelphia Phillies,Los Angeles Dodgers,400284,Philadelphia Phillies traded 2B Chase Utley and cash to Los Angeles Dodgers for RHP John Richy and 2B Darnell Sweeney.
John Richy,Los Angeles Dodgers,Philadelphia Phillies,656892,Philadelphia Phillies traded 2B Chase Utley and cash to Los Angeles Dodgers for RHP John Richy and 2B Darnell Sweeney.
Darnell Sweeney,Los Angeles Dodgers,Philadelphia Phillies,572182,Philadelphia Phillies traded 2B Chase Utley and cash to Los Angeles Dodgers for RHP John Richy and 2B Darnell Sweeney.
Marlon Byrd,Cincinnati Reds,San Francisco Giants,407781,Cincinnati Reds traded LF Marlon Byrd and cash to San Francisco Giants for RHP Stephen Johnson.
Randy Wolf,Toronto Blue Jays,Detroit Tigers,150116,Toronto Blue Jays traded LHP Randy Wolf to Detroit Tigers for cash.
Stephen Johnson,San Francisco Giants,Cincinnati Reds,621283,Cincinnati Reds traded LF Marlon Byrd and cash to San Francisco Giants for RHP Stephen Johnson.
Jon Edwards,Texas Rangers,San Diego Padres,457754,Texas Rangers traded RHP Jon Edwards to San Diego Padres.
Michael Choice,Texas Rangers,Cleveland Indians,574831,Texas Rangers traded RF Michael Choice to Cleveland Indians for cash.
Neal Cotts,Milwaukee Brewers,Minnesota Twins,425840,Milwaukee Brewers traded Neal Cotts to Minnesota Twins for Player To Be Named Later.
Eric Young Jr.,Atlanta Braves,New York Mets,458913,Atlanta Braves traded LF Eric Young Jr. to New York Mets for cash.
Fernando Rodney,Seattle Mariners,Chicago Cubs,407845,Seattle Mariners traded RHP Fernando Rodney to Chicago Cubs.
Addison Reed,Arizona Diamondbacks,New York Mets,592665,Arizona Diamondbacks Traded RHP Addison Reed to New York Mets; St. Lucie Mets Traded Miller Diaz to Visalia Rawhide and Binghamton Mets Traded RHP Matt Koch to Mobile BayBears.
Luis Valenzuela,Kansas City Royals,Atlanta Braves,623610,Atlanta Braves traded cash and LF Jonny Gomes to Kansas City Royals for SS Luis Valenzuela.
Austin Jackson,Seattle Mariners,Chicago Cubs,457706,Seattle Mariners traded cash and CF Austin Jackson to Chicago Cubs for Future Considerations and Player To Be Named Later.
Justin Ruggiano,Seattle Mariners,Los Angeles Dodgers,448605,Seattle Mariners traded cash and RF Justin Ruggiano to Los Angeles Dodgers for Player To Be Named Later.
Chris Heisey,Toronto Blue Jays,Los Angeles Dodgers,502317,Toronto Blue Jays traded LF Chris Heisey to Los Angeles Dodgers for Player To Be Named Later.
Luis Ysla,San Francisco Giants,Boston Red Sox,644443,Boston Red Sox traded LF Alejandro De Aza to San Francisco Giants for LHP Luis Ysla.
Alejandro De Aza,Boston Red Sox,San Francisco Giants,457477,Boston Red Sox traded LF Alejandro De Aza to San Francisco Giants for LHP Luis Ysla.
Jonny Gomes,Atlanta Braves,Kansas City Royals,430404,Atlanta Braves traded cash and LF Jonny Gomes to Kansas City Royals for SS Luis Valenzuela.
Daniel Coulombe,Los Angeles Dodgers,Oakland Athletics,543056,Los Angeles Dodgers traded LHP Daniel Coulombe to Oakland Athletics for cash.
Darwin Barney,Los Angeles Dodgers,Toronto Blue Jays,446381,Los Angeles Dodgers traded 2B Darwin Barney to Toronto Blue Jays for Player To Be Named Later.
Jack Murphy,Toronto Blue Jays,Los Angeles Dodgers,571975,Toronto Blue Jays traded C Jack Murphy to Los Angeles Dodgers. PTBN in the September 13 trade
Trevor Williams,Miami Marlins,Pittsburgh Pirates,592866,Pittsburgh Pirates traded RHP Richard Mitchell to Miami Marlins for RHP Trevor Williams.
Richard Mitchell,Pittsburgh Pirates,Miami Marlins,622748,Pittsburgh Pirates traded RHP Richard Mitchell to Miami Marlins for RHP Trevor Williams.
Boog Powell,Tampa Bay Rays,Seattle Mariners,621471,"Seattle Mariners traded SS Brad Miller, 1B Logan Morrison and RHP Danny Farquhar to Tampa Bay Rays for RHP Nathan Karns, LHP C.J. Riefenhauser and CF Boog Powell."
Logan Morrison,Seattle Mariners,Tampa Bay Rays,489149,"Seattle Mariners traded SS Brad Miller, 1B Logan Morrison and RHP Danny Farquhar to Tampa Bay Rays for RHP Nathan Karns, LHP C.J. Riefenhauser and CF Boog Powell."
Brad Miller,Seattle Mariners,Tampa Bay Rays,543543,"Seattle Mariners traded SS Brad Miller, 1B Logan Morrison and RHP Danny Farquhar to Tampa Bay Rays for RHP Nathan Karns, LHP C.J. Riefenhauser and CF Boog Powell."
C.J. Riefenhauser,Tampa Bay Rays,Seattle Mariners,592677,"Seattle Mariners traded SS Brad Miller, 1B Logan Morrison and RHP Danny Farquhar to Tampa Bay Rays for RHP Nathan Karns, LHP C.J. Riefenhauser and CF Boog Powell."
Danny Farquhar,Seattle Mariners,Tampa Bay Rays,543144,"Seattle Mariners traded SS Brad Miller, 1B Logan Morrison and RHP Danny Farquhar to Tampa Bay Rays for RHP Nathan Karns, LHP C.J. Riefenhauser and CF Boog Powell."
Nathan Karns,Tampa Bay Rays,Seattle Mariners,501992,"Seattle Mariners traded SS Brad Miller, 1B Logan Morrison and RHP Danny Farquhar to Tampa Bay Rays for RHP Nathan Karns, LHP C.J. Riefenhauser and CF Boog Powell."
Daniel Palka,Arizona Diamondbacks,Minnesota Twins,594953,Minnesota Twins traded C Chris Herrmann to Arizona Diamondbacks for 1B Daniel Palka.
Chris Herrmann,Minnesota Twins,Arizona Diamondbacks,543302,Minnesota Twins traded C Chris Herrmann to Arizona Diamondbacks for 1B Daniel Palka.
Aaron Hicks,Minnesota Twins,New York Yankees,543305,Minnesota Twins traded CF Aaron Hicks to New York Yankees for C John Ryan Murphy.
Ronald Herrera,San Diego Padres,New York Yankees,622703,New York Yankees traded 2B Jose Pirela to San Diego Padres for RHP Ronald Herrera.
Jose Pirela,New York Yankees,San Diego Padres,517369,New York Yankees traded 2B Jose Pirela to San Diego Padres for RHP Ronald Herrera.
John Ryan Murphy,New York Yankees,Minnesota Twins,571974,Minnesota Twins traded CF Aaron Hicks to New York Yankees for C John Ryan Murphy.
Andrelton Simmons,Atlanta Braves,Los Angeles Angels,592743,"Atlanta Braves traded SS Andrelton Simmons and C Jose Briceno to Los Angeles Angels for SS Erick Aybar, Sean Newcomb, RHP Chris Ellis and cash."
Jose Briceno,Atlanta Braves,Los Angeles Angels,593993,"Atlanta Braves traded SS Andrelton Simmons and C Jose Briceno to Los Angeles Angels for SS Erick Aybar, Sean Newcomb, RHP Chris Ellis and cash."
Chris Ellis,Los Angeles Angels,Atlanta Braves,595939,"Atlanta Braves traded SS Andrelton Simmons and C Jose Briceno to Los Angeles Angels for SS Erick Aybar, Sean Newcomb, RHP Chris Ellis and cash."
Erick Aybar,Los Angeles Angels,Atlanta Braves,430947,"Atlanta Braves traded SS Andrelton Simmons and C Jose Briceno to Los Angeles Angels for SS Erick Aybar, Sean Newcomb, RHP Chris Ellis and cash."
Sean Newcomb,Los Angeles Angels,Atlanta Braves,656794,"Atlanta Braves traded SS Andrelton Simmons and C Jose Briceno to Los Angeles Angels for SS Erick Aybar, Sean Newcomb, RHP Chris Ellis and cash."
