name,from_team,team,player_id,note
Brooks Pounders,Pittsburgh Pirates,Kansas City Royals,572044,Kansas City Royals traded 3B Yamaico Navarro to Pittsburgh Pirates for RHP Brooks Pounders and 3B Diego Goris.
DJ LeMahieu,Chicago Cubs,Colorado Rockies,518934,Chicago Cubs traded 2B DJ LeMahieu and RF Tyler Colvin to Colorado Rockies for RHP Casey Weathers and 3B Ian Stewart.
Ian Stewart,Colorado Rockies,Chicago Cubs,456655,Chicago Cubs traded 2B DJ LeMahieu and RF Tyler Colvin to Colorado Rockies for RHP Casey Weathers and 3B Ian Stewart.
Dana Eveland,Los Angeles Dodgers,Baltimore Orioles,445968,Los Angeles Dodgers Traded LHP Dana Eveland to Baltimore Orioles; Norfolk Tides Traded LF Tyler Henson to Albuquerque Isotopes and Delmarva Shorebirds Traded LHP Jarret Martin to Rancho Cucamonga Quakes.
Marwin Gonzalez,Boston Red Sox,Houston Astros,503556,Boston Red Sox Traded SS Marwin Gonzalez to Houston Astros and Oklahoma City RedHawks Traded RHP Marco Antonio Duarte to Pawtucket Red Sox.
Cesar Cabral,Kansas City Royals,New York Yankees,501627,Kansas City Royals traded LHP Cesar Cabral to New York Yankees.
Tyler Colvin,Chicago Cubs,Colorado Rockies,502125,Chicago Cubs traded 2B DJ LeMahieu and RF Tyler Colvin to Colorado Rockies for RHP Casey Weathers and 3B Ian Stewart.
Collin Cowgill,Arizona Diamondbacks,Oakland Athletics,518577,"Oakland Athletics traded cash, LHP Craig Breslow and RHP Trevor Cahill to Arizona Diamondbacks for RF Collin Cowgill, RHP Jarrod Parker and RHP Ryan Cook."
Jarrod Parker,Arizona Diamondbacks,Oakland Athletics,519105,"Oakland Athletics traded cash, LHP Craig Breslow and RHP Trevor Cahill to Arizona Diamondbacks for RF Collin Cowgill, RHP Jarrod Parker and RHP Ryan Cook."
Ryan Cook,Arizona Diamondbacks,Oakland Athletics,475857,"Oakland Athletics traded cash, LHP Craig Breslow and RHP Trevor Cahill to Arizona Diamondbacks for RF Collin Cowgill, RHP Jarrod Parker and RHP Ryan Cook."
Craig Breslow,Oakland Athletics,Arizona Diamondbacks,444520,"Oakland Athletics traded cash, LHP Craig Breslow and RHP Trevor Cahill to Arizona Diamondbacks for RF Collin Cowgill, RHP Jarrod Parker and RHP Ryan Cook."
Trevor Cahill,Oakland Athletics,Arizona Diamondbacks,502239,"Oakland Athletics traded cash, LHP Craig Breslow and RHP Trevor Cahill to Arizona Diamondbacks for RF Collin Cowgill, RHP Jarrod Parker and RHP Ryan Cook."
Collin Balester,Washington Nationals,Detroit Tigers,444446,Washington Nationals traded RHP Collin Balester to Detroit Tigers for RHP Ryan Perry.
Ryan Perry,Detroit Tigers,Washington Nationals,543634,Washington Nationals traded RHP Collin Balester to Detroit Tigers for RHP Ryan Perry.
Burke Badenhop,Florida Marlins,Tampa Bay Rays,488674,Charlotte Stone Crabs Traded C Jake Jefferies to Jupiter Hammerheads and Miami Marlins Traded RHP Burke Badenhop to Tampa Bay Rays.
Ben Francisco,Philadelphia Phillies,Toronto Blue Jays,450204,New Hampshire Fisher Cats Traded LHP Frank Gailey to Reading Phillies and Philadelphia Phillies Traded LF Ben Francisco to Toronto Blue Jays.
Casey McGehee,Milwaukee Brewers,Pittsburgh Pirates,431171,Milwaukee Brewers traded 1B Casey McGehee to Pittsburgh Pirates for RHP Jose Veras.
Jose Veras,Pittsburgh Pirates,Milwaukee Brewers,407842,Milwaukee Brewers traded 1B Casey McGehee to Pittsburgh Pirates for RHP Jose Veras.
Kyle Weiland,Boston Red Sox,Houston Astros,475095,Houston Astros traded RHP Mark Melancon to Boston Red Sox for SS Jed Lowrie and RHP Kyle Weiland.
Jed Lowrie,Boston Red Sox,Houston Astros,476704,Houston Astros traded RHP Mark Melancon to Boston Red Sox for SS Jed Lowrie and RHP Kyle Weiland.
Mark Melancon,Houston Astros,Boston Red Sox,453343,Houston Astros traded RHP Mark Melancon to Boston Red Sox for SS Jed Lowrie and RHP Kyle Weiland.
Aaron Cunningham,San Diego Padres,Cleveland Indians,488811,San Diego Padres Traded RF Aaron Cunningham to Cleveland Indians and Columbus Clippers Traded RHP Cory Burns to Tucson Padres.
Mat Latos,San Diego Padres,Cincinnati Reds,502009,"Cincinnati Reds traded Brad Boxberger, RHP Edinson Volquez, C Yasmani Grandal and 1B Yonder Alonso to San Diego Padres for RHP Mat Latos."
Yasmani Grandal,Cincinnati Reds,San Diego Padres,518735,"Cincinnati Reds traded Brad Boxberger, RHP Edinson Volquez, C Yasmani Grandal and 1B Yonder Alonso to San Diego Padres for RHP Mat Latos."
Brad Boxberger,Cincinnati Reds,San Diego Padres,502202,"Cincinnati Reds traded Brad Boxberger, RHP Edinson Volquez, C Yasmani Grandal and 1B Yonder Alonso to San Diego Padres for RHP Mat Latos."
Edinson Volquez,Cincinnati Reds,San Diego Padres,450172,"Cincinnati Reds traded Brad Boxberger, RHP Edinson Volquez, C Yasmani Grandal and 1B Yonder Alonso to San Diego Padres for RHP Mat Latos."
Yonder Alonso,Cincinnati Reds,San Diego Padres,475174,"Cincinnati Reds traded Brad Boxberger, RHP Edinson Volquez, C Yasmani Grandal and 1B Yonder Alonso to San Diego Padres for RHP Mat Latos."
Luis Martinez,San Diego Padres,Texas Rangers,446208,San Diego Padres Traded C Luis Martinez to Texas Rangers and Myrtle Beach Pelicans Traded RHP Ryan Kelly to San Antonio Missions.
A.J. Cole,Washington Nationals,Oakland Athletics,595918,"Oakland Athletics traded LHP Gio Gonzalez and RHP Robert Gilliam to Washington Nationals for RHP A.J. Cole, RHP Brad Peacock, C Derek Norris and LHP Tommy Milone."
Robert Gilliam,Oakland Athletics,Washington Nationals,571707,"Oakland Athletics traded LHP Gio Gonzalez and RHP Robert Gilliam to Washington Nationals for RHP A.J. Cole, RHP Brad Peacock, C Derek Norris and LHP Tommy Milone."
Brad Peacock,Washington Nationals,Oakland Athletics,502748,"Oakland Athletics traded LHP Gio Gonzalez and RHP Robert Gilliam to Washington Nationals for RHP A.J. Cole, RHP Brad Peacock, C Derek Norris and LHP Tommy Milone."
Tommy Milone,Washington Nationals,Oakland Athletics,543548,"Oakland Athletics traded LHP Gio Gonzalez and RHP Robert Gilliam to Washington Nationals for RHP A.J. Cole, RHP Brad Peacock, C Derek Norris and LHP Tommy Milone."
Derek Norris,Washington Nationals,Oakland Athletics,519083,"Oakland Athletics traded LHP Gio Gonzalez and RHP Robert Gilliam to Washington Nationals for RHP A.J. Cole, RHP Brad Peacock, C Derek Norris and LHP Tommy Milone."
Gio Gonzalez,Oakland Athletics,Washington Nationals,461829,"Oakland Athletics traded LHP Gio Gonzalez and RHP Robert Gilliam to Washington Nationals for RHP A.J. Cole, RHP Brad Peacock, C Derek Norris and LHP Tommy Milone."
Dave Sappelt,Cincinnati Reds,Chicago Cubs,543743,Chicago Cubs Traded LHP Sean Marshall to Cincinnati Reds; Cincinnati Reds Traded LHP Travis Wood and CF Dave Sappelt to Chicago Cubs and Dayton Dragons Traded 2B Ronald Torreyes to Peoria Chiefs.
Sean Marshall,Chicago Cubs,Cincinnati Reds,445156,Chicago Cubs Traded LHP Sean Marshall to Cincinnati Reds; Cincinnati Reds Traded LHP Travis Wood and CF Dave Sappelt to Chicago Cubs and Dayton Dragons Traded 2B Ronald Torreyes to Peoria Chiefs.
Travis Wood,Cincinnati Reds,Chicago Cubs,475243,Chicago Cubs Traded LHP Sean Marshall to Cincinnati Reds; Cincinnati Reds Traded LHP Travis Wood and CF Dave Sappelt to Chicago Cubs and Dayton Dragons Traded 2B Ronald Torreyes to Peoria Chiefs.
Ryan Sweeney,Oakland Athletics,Boston Red Sox,435220,"Oakland Athletics traded RHP Andrew Bailey and RF Ryan Sweeney to Boston Red Sox for RF Josh Reddick, 1B Miles Head and RHP Raul Alcantara."
Andrew Bailey,Oakland Athletics,Boston Red Sox,457732,"Oakland Athletics traded RHP Andrew Bailey and RF Ryan Sweeney to Boston Red Sox for RF Josh Reddick, 1B Miles Head and RHP Raul Alcantara."
Raul Alcantara,Boston Red Sox,Oakland Athletics,593417,"Oakland Athletics traded RHP Andrew Bailey and RF Ryan Sweeney to Boston Red Sox for RF Josh Reddick, 1B Miles Head and RHP Raul Alcantara."
Josh Reddick,Boston Red Sox,Oakland Athletics,502210,"Oakland Athletics traded RHP Andrew Bailey and RF Ryan Sweeney to Boston Red Sox for RF Josh Reddick, 1B Miles Head and RHP Raul Alcantara."
Miles Head,Boston Red Sox,Oakland Athletics,571758,"Oakland Athletics traded RHP Andrew Bailey and RF Ryan Sweeney to Boston Red Sox for RF Josh Reddick, 1B Miles Head and RHP Raul Alcantara."
Carlos Quentin,Chicago White Sox,San Diego Padres,435041,Chicago White Sox traded RF Carlos Quentin to San Diego Padres for RHP Simon Castro and LHP Pedro Hernandez.
Simon Castro,San Diego Padres,Chicago White Sox,501563,Chicago White Sox traded RF Carlos Quentin to San Diego Padres for RHP Simon Castro and LHP Pedro Hernandez.
Pedro Hernandez,San Diego Padres,Chicago White Sox,517060,Chicago White Sox traded RF Carlos Quentin to San Diego Padres for RHP Simon Castro and LHP Pedro Hernandez.
