name,from_team,team,player_id,note
Justin Morneau,Minnesota Twins,Pittsburgh Pirates,408047,Minnesota Twins traded 1B Justin Morneau to Pittsburgh Pirates for Player To Be Named Later and CF Alex Presley.
Alex Presley,Pittsburgh Pirates,Minnesota Twins,502100,Minnesota Twins traded 1B Justin Morneau to Pittsburgh Pirates for Player To Be Named Later and CF Alex Presley.
Michael Young,Philadelphia Phillies,Los Angeles Dodgers,276545,Philadelphia Phillies traded 3B Michael Young to Los Angeles Dodgers for LHP Rob Rasmussen.
Rob Rasmussen,Los Angeles Dodgers,Philadelphia Phillies,519169,Philadelphia Phillies traded 3B Michael Young to Los Angeles Dodgers for LHP Rob Rasmussen.
Michael Blazek,St. Louis Cardinals,Milwaukee Brewers,518468,St. Louis Cardinals traded RHP Michael Blazek to Milwaukee Brewers.
Rusty Ryal,Los Angeles Dodgers,Los Angeles Angels,489277,Los Angeles Dodgers traded 1B Rusty Ryal to Los Angeles Angels.
Matt Pagnozzi,Atlanta Braves,Houston Astros,431166,Atlanta Braves traded C Matt Pagnozzi to Houston Astros.
Brendan Ryan,Seattle Mariners,New York Yankees,453895,Seattle Mariners traded SS Brendan Ryan to New York Yankees for cash.
David Paulino,Detroit Tigers,Houston Astros,600944,Detroit Tigers traded RHP David Paulino to Houston Astros.
Matthew Spann,Tampa Bay Rays,Washington Nationals,592772,Tampa Bay Rays traded LHP Matthew Spann to Washington Nationals.
Frank De Los Santos,Tampa Bay Rays,Chicago White Sox,501679,Tampa Bay Rays traded LHP Frank De Los Santos to Chicago White Sox for Player To Be Named Later.
Duke Welker,Pittsburgh Pirates,Minnesota Twins,444992,Pittsburgh Pirates traded RHP Duke Welker to Minnesota Twins.
Jimmy Rider,Pittsburgh Pirates,Boston Red Sox,623231,Pittsburgh Pirates traded 3B Jimmy Rider to Boston Red Sox for Future Considerations.
Ben Kline,Tampa Bay Rays,Chicago White Sox,622112,Tampa Bay Rays traded LHP Sean Bierman and 3B Ben Kline to Chicago White Sox.
Sean Bierman,Tampa Bay Rays,Chicago White Sox,518456,Tampa Bay Rays traded LHP Sean Bierman and 3B Ben Kline to Chicago White Sox.
Jackson Laumann,Atlanta Braves,Chicago White Sox,607015,Atlanta Braves traded 1B Jackson Laumann to Chicago White Sox for Future Considerations.
Jeremy Hazelbaker,Boston Red Sox,Los Angeles Dodgers,571757,Los Angeles Dodgers traded RF Alex Castellanos to Boston Red Sox for cash and OF Jeremy Hazelbaker.
Alex Castellanos,Los Angeles Dodgers,Boston Red Sox,543008,Los Angeles Dodgers traded RF Alex Castellanos to Boston Red Sox for cash and OF Jeremy Hazelbaker.
Colt Hynes,San Diego Padres,Cleveland Indians,518833,San Diego Padres traded LHP Colt Hynes to Cleveland Indians for cash.
Duke Welker,Minnesota Twins,Pittsburgh Pirates,444992,Pittsburgh Pirates traded LHP Kris Johnson to Minnesota Twins for RHP Duke Welker.
Kris Johnson,Pittsburgh Pirates,Minnesota Twins,453241,Pittsburgh Pirates traded LHP Kris Johnson to Minnesota Twins for RHP Duke Welker.
Ben Paullus,New York Yankees,San Diego Padres,605420,San Diego Padres traded 2B Dean Anna to New York Yankees for RHP Ben Paullus.
Dean Anna,San Diego Padres,New York Yankees,542883,San Diego Padres traded 2B Dean Anna to New York Yankees for RHP Ben Paullus.
Ian Kinsler,Texas Rangers,Detroit Tigers,435079,Texas Rangers traded 2B Ian Kinsler to Detroit Tigers for cash and 1B Prince Fielder.
Prince Fielder,Detroit Tigers,Texas Rangers,425902,Texas Rangers traded 2B Ian Kinsler to Detroit Tigers for cash and 1B Prince Fielder.
Fernando Salas,St. Louis Cardinals,Los Angeles Angels,477569,St. Louis Cardinals traded 3B David Freese and RHP Fernando Salas to Los Angeles Angels for CF Peter Bourjos and RF Randal Grichuk.
Randal Grichuk,Los Angeles Angels,St. Louis Cardinals,545341,St. Louis Cardinals traded 3B David Freese and RHP Fernando Salas to Los Angeles Angels for CF Peter Bourjos and RF Randal Grichuk.
Luis Ortega,Boston Red Sox,Milwaukee Brewers,622517,Milwaukee Brewers traded RHP Burke Badenhop to Boston Red Sox for LHP Luis Ortega.
David Freese,St. Louis Cardinals,Los Angeles Angels,501896,St. Louis Cardinals traded 3B David Freese and RHP Fernando Salas to Los Angeles Angels for CF Peter Bourjos and RF Randal Grichuk.
Peter Bourjos,Los Angeles Angels,St. Louis Cardinals,488721,St. Louis Cardinals traded 3B David Freese and RHP Fernando Salas to Los Angeles Angels for CF Peter Bourjos and RF Randal Grichuk.
Burke Badenhop,Milwaukee Brewers,Boston Red Sox,488674,Milwaukee Brewers traded RHP Burke Badenhop to Boston Red Sox for LHP Luis Ortega.
Fernando Abad,Washington Nationals,Oakland Athletics,472551,Beloit Snappers Traded 1B John Wooten to Hagerstown Suns and Washington Nationals Traded LHP Fernando Abad to Oakland Athletics.
Brad Brach,San Diego Padres,Baltimore Orioles,542960,San Diego Padres traded RHP Brad Brach to Baltimore Orioles for RHP Devin Jones.
Devin Jones,Baltimore Orioles,San Diego Padres,543371,San Diego Padres traded RHP Brad Brach to Baltimore Orioles for RHP Devin Jones.
Miles Mikolas,San Diego Padres,Pittsburgh Pirates,571945,San Diego Padres traded LF Jaff Decker and RHP Miles Mikolas to Pittsburgh Pirates for RF Alex Dickerson.
Jaff Decker,San Diego Padres,Pittsburgh Pirates,543094,San Diego Padres traded LF Jaff Decker and RHP Miles Mikolas to Pittsburgh Pirates for RF Alex Dickerson.
Alex Dickerson,Pittsburgh Pirates,San Diego Padres,543105,San Diego Padres traded LF Jaff Decker and RHP Miles Mikolas to Pittsburgh Pirates for RF Alex Dickerson.
George Kottaras,Kansas City Royals,Chicago Cubs,435459,Kansas City Royals traded C George Kottaras to Chicago Cubs for cash.
Johnny Monell,San Francisco Giants,Baltimore Orioles,476192,San Francisco Giants traded C Johnny Monell to Baltimore Orioles for cash.
Doug Fister,Detroit Tigers,Washington Nationals,450729,"Detroit Tigers traded RHP Doug Fister to Washington Nationals for LHP Ian Krol, 2B Steve Lombardozzi and LHP Robbie Ray."
Robbie Ray,Washington Nationals,Detroit Tigers,592662,"Detroit Tigers traded RHP Doug Fister to Washington Nationals for LHP Ian Krol, 2B Steve Lombardozzi and LHP Robbie Ray."
Steve Lombardozzi,Washington Nationals,Detroit Tigers,543459,"Detroit Tigers traded RHP Doug Fister to Washington Nationals for LHP Ian Krol, 2B Steve Lombardozzi and LHP Robbie Ray."
Ian Krol,Washington Nationals,Detroit Tigers,571871,"Detroit Tigers traded RHP Doug Fister to Washington Nationals for LHP Ian Krol, 2B Steve Lombardozzi and LHP Robbie Ray."
Chris Stewart,New York Yankees,Pittsburgh Pirates,455755,New York Yankees traded C Chris Stewart to Pittsburgh Pirates for Player To Be Named Later.
Brad Lincoln,Toronto Blue Jays,Philadelphia Phillies,453184,Toronto Blue Jays traded RHP Brad Lincoln to Philadelphia Phillies for C Erik Kratz and LHP Rob Rasmussen.
Rob Rasmussen,Philadelphia Phillies,Toronto Blue Jays,519169,Toronto Blue Jays traded RHP Brad Lincoln to Philadelphia Phillies for C Erik Kratz and LHP Rob Rasmussen.
Heath Bell,Arizona Diamondbacks,Tampa Bay Rays,425514,Arizona Diamondbacks traded RHP Heath Bell and cash to Tampa Bay Rays for RHP Justin Choate and Player To Be Named Later.
Justin Choate,Tampa Bay Rays,Arizona Diamondbacks,645136,Arizona Diamondbacks traded RHP Heath Bell and cash to Tampa Bay Rays for RHP Justin Choate and Player To Be Named Later.
David Holmberg,Arizona Diamondbacks,Cincinnati Reds,571787,Arizona Diamondbacks traded LHP David Holmberg to Cincinnati Reds.
Ryan Hanigan,Cincinnati Reds,Tampa Bay Rays,452672,Cincinnati Reds traded C Ryan Hanigan to Tampa Bay Rays.
Jemile Weeks,Oakland Athletics,Baltimore Orioles,457789,Baltimore Orioles traded RHP Jim Johnson to Oakland Athletics for Player To Be Named Later and 2B Jemile Weeks.
Erik Kratz,Philadelphia Phillies,Toronto Blue Jays,456124,Toronto Blue Jays traded RHP Brad Lincoln to Philadelphia Phillies for C Erik Kratz and LHP Rob Rasmussen.
Luke Gregerson,San Diego Padres,Oakland Athletics,502381,Oakland Athletics traded LF Seth Smith to San Diego Padres for RHP Luke Gregerson.
Seth Smith,Oakland Athletics,San Diego Padres,452234,Oakland Athletics traded LF Seth Smith to San Diego Padres for RHP Luke Gregerson.
Jordan Lyles,Houston Astros,Colorado Rockies,543475,Colorado Rockies traded Player To Be Named Later and CF Dexter Fowler to Houston Astros for RF Brandon Barnes and RHP Jordan Lyles.
Brandon Barnes,Houston Astros,Colorado Rockies,488681,Colorado Rockies traded Player To Be Named Later and CF Dexter Fowler to Houston Astros for RF Brandon Barnes and RHP Jordan Lyles.
Dexter Fowler,Colorado Rockies,Houston Astros,451594,Colorado Rockies traded Player To Be Named Later and CF Dexter Fowler to Houston Astros for RF Brandon Barnes and RHP Jordan Lyles.
Chris Bostick,Oakland Athletics,Texas Rangers,607471,Texas Rangers traded CF Craig Gentry and RHP Josh Lindblom to Oakland Athletics for LF Michael Choice and 2B Christopher Bostick.
Michael Choice,Oakland Athletics,Texas Rangers,574831,Texas Rangers traded CF Craig Gentry and RHP Josh Lindblom to Oakland Athletics for LF Michael Choice and 2B Christopher Bostick.
Craig Gentry,Texas Rangers,Oakland Athletics,502226,Texas Rangers traded CF Craig Gentry and RHP Josh Lindblom to Oakland Athletics for LF Michael Choice and 2B Christopher Bostick.
Josh Lindblom,Texas Rangers,Oakland Athletics,458676,Texas Rangers traded CF Craig Gentry and RHP Josh Lindblom to Oakland Athletics for LF Michael Choice and 2B Christopher Bostick.
Jim Johnson,Baltimore Orioles,Oakland Athletics,462382,Baltimore Orioles traded RHP Jim Johnson to Oakland Athletics for Player To Be Named Later and 2B Jemile Weeks.
Nori Aoki,Milwaukee Brewers,Kansas City Royals,493114,Milwaukee Brewers traded RF Nori Aoki to Kansas City Royals for LHP Will Smith.
Will Smith,Kansas City Royals,Milwaukee Brewers,519293,Milwaukee Brewers traded RF Nori Aoki to Kansas City Royals for LHP Will Smith.
Tyler Skaggs,Arizona Diamondbacks,Los Angeles Angels,572140,Los Angeles Angels traded LF Mark Trumbo and Player To Be Named Later to Arizona Diamondbacks for LHP Hector Santiago and LHP Tyler Skaggs.
Chris Jensen,Colorado Rockies,Oakland Athletics,605300,Oakland Athletics traded LHP Brett Anderson and cash to Colorado Rockies for LHP Drew Pomeranz and RHP Chris Jensen.
Brett Anderson,Oakland Athletics,Colorado Rockies,474463,Oakland Athletics traded LHP Brett Anderson and cash to Colorado Rockies for LHP Drew Pomeranz and RHP Chris Jensen.
Drew Pomeranz,Colorado Rockies,Oakland Athletics,519141,Oakland Athletics traded LHP Brett Anderson and cash to Colorado Rockies for LHP Drew Pomeranz and RHP Chris Jensen.
Hector Santiago,Chicago White Sox,Arizona Diamondbacks,502327,Arizona Diamondbacks traded CF Adam Eaton to Chicago White Sox for Hector Santiago and Player To Be Named Later.
Adam Eaton,Arizona Diamondbacks,Chicago White Sox,594809,Arizona Diamondbacks traded CF Adam Eaton to Chicago White Sox for Hector Santiago and Player To Be Named Later.
Hector Santiago,Arizona Diamondbacks,Los Angeles Angels,502327,Los Angeles Angels traded LF Mark Trumbo and Player To Be Named Later to Arizona Diamondbacks for LHP Hector Santiago and LHP Tyler Skaggs.
Mark Trumbo,Los Angeles Angels,Arizona Diamondbacks,444432,Los Angeles Angels traded LF Mark Trumbo and Player To Be Named Later to Arizona Diamondbacks for LHP Hector Santiago and LHP Tyler Skaggs.
Billy Burns,Washington Nationals,Oakland Athletics,542993,Oakland Athletics traded LHP Jerry Blevins to Washington Nationals for LF Billy Burns.
Anthony Bass,San Diego Padres,Houston Astros,542914,San Diego Padres traded RHP Anthony Bass and Player To Be Named Later to Houston Astros for Player To Be Named Later.
Kyle Haynes,Pittsburgh Pirates,New York Yankees,623401,Pittsburgh Pirates traded RHP Kyle Haynes to New York Yankees.
Jerry Blevins,Oakland Athletics,Washington Nationals,460283,Oakland Athletics traded LHP Jerry Blevins to Washington Nationals for LF Billy Burns.
Seth Rosin,New York Mets,Los Angeles Dodgers,519229,New York Mets traded Seth Rosin to Los Angeles Dodgers for cash.
Patrick Schuster,Houston Astros,San Diego Padres,572119,Houston Astros traded LHP Patrick Schuster to San Diego Padres.
Brian Bogusevic,Chicago Cubs,Miami Marlins,460131,Chicago Cubs traded LF Brian Bogusevic to Miami Marlins for RF Justin Ruggiano.
Justin Ruggiano,Miami Marlins,Chicago Cubs,448605,Chicago Cubs traded LF Brian Bogusevic to Miami Marlins for RF Justin Ruggiano.
Brian Moran,Toronto Blue Jays,Los Angeles Angels,572383,Toronto Blue Jays traded LHP Brian Moran to Los Angeles Angels.
David Freitas,Oakland Athletics,Baltimore Orioles,571679,Oakland Athletics traded C David Freitas to Baltimore Orioles.
A.J. Schugel,Los Angeles Angels,Arizona Diamondbacks,519263,Los Angeles Angels traded RHP A.J. Schugel to Arizona Diamondbacks.
Logan Morrison,Miami Marlins,Seattle Mariners,489149,Seattle Mariners traded RHP Carter Capps to Miami Marlins for RF Logan Morrison.
Brandon Jacobs,Chicago White Sox,Arizona Diamondbacks,571806,Chicago White Sox traded LF Brandon Jacobs to Arizona Diamondbacks.
Carter Capps,Seattle Mariners,Miami Marlins,605169,Seattle Mariners traded RHP Carter Capps to Miami Marlins for RF Logan Morrison.
Todd Glaesmann,Tampa Bay Rays,Arizona Diamondbacks,571711,Tampa Bay Rays traded CF Todd Glaesmann to Arizona Diamondbacks.
Addison Reed,Chicago White Sox,Arizona Diamondbacks,592665,Chicago White Sox traded RHP Addison Reed to Arizona Diamondbacks for 3B Matt Davidson.
Matt Davidson,Arizona Diamondbacks,Chicago White Sox,571602,Chicago White Sox traded RHP Addison Reed to Arizona Diamondbacks for 3B Matt Davidson.
Josh Outman,Colorado Rockies,Cleveland Indians,489189,Colorado Rockies traded LHP Josh Outman to Cleveland Indians for CF Drew Stubbs.
Ryan Doumit,Minnesota Twins,Atlanta Braves,425491,Minnesota Twins traded LF Ryan Doumit to Atlanta Braves for LHP Sean Gilmartin.
Sean Gilmartin,Atlanta Braves,Minnesota Twins,543219,Minnesota Twins traded LF Ryan Doumit to Atlanta Braves for LHP Sean Gilmartin.
Danny Valencia,Baltimore Orioles,Kansas City Royals,502143,Baltimore Orioles traded 3B Danny Valencia to Kansas City Royals for LF David Lough.
David Lough,Kansas City Royals,Baltimore Orioles,518953,Baltimore Orioles traded 3B Danny Valencia to Kansas City Royals for LF David Lough.
Ryan Jackson,Houston Astros,San Diego Padres,474249,San Diego Padres traded 1B Jesus Guzman to Houston Astros for 3B Ryan Jackson.
Jesus Guzman,San Diego Padres,Houston Astros,461882,San Diego Padres traded 1B Jesus Guzman to Houston Astros for 3B Ryan Jackson.
Jonathan Herrera,Colorado Rockies,Boston Red Sox,468406,Colorado Rockies traded 3B Jonathan Herrera to Boston Red Sox for LHP Franklin Morales and RHP Chris Martin.
Franklin Morales,Boston Red Sox,Colorado Rockies,462985,Colorado Rockies traded 3B Jonathan Herrera to Boston Red Sox for LHP Franklin Morales and RHP Chris Martin.
Chris Martin,Boston Red Sox,Colorado Rockies,455119,Colorado Rockies traded 3B Jonathan Herrera to Boston Red Sox for LHP Franklin Morales and RHP Chris Martin.
Drew Stubbs,Cleveland Indians,Colorado Rockies,453211,Colorado Rockies traded LHP Josh Outman to Cleveland Indians for CF Drew Stubbs.
Corey Brown,Washington Nationals,Oakland Athletics,446395,Washington Nationals traded LF Corey Brown to Oakland Athletics for cash.
Chris McGuiness,Texas Rangers,Pittsburgh Pirates,573027,Texas Rangers traded 1B Chris McGuiness to Pittsburgh Pirates for RHP Miles Mikolas.
Miles Mikolas,Pittsburgh Pirates,Texas Rangers,571945,Texas Rangers traded 1B Chris McGuiness to Pittsburgh Pirates for RHP Miles Mikolas.
